1000 5000
SanGiulianoDelSannio SanLorenzoDiSebato 2427.07
SanZenoNaviglio Tonengo 371.41
Casabona Castelcucco 3451.65
SanSevero Treviglio 1625.99
CastiglioneOlona Gavi 287.37
CampolongoAlTorre-Cavenzano Venticano 1415.32
Prati SanBenedettoUllano 3325.26
Piangaiano SantoStefanoQuisquina 747.76
Roncone Vacone 1412.16
Bagnasco Porto 2424.47
Forchia PozzaglioEdUniti 1428.72
Dovera Stilo 2097.68
Casabona VillaMusone 1582.27
BorghettoSantoSpirito Terrarossa 144.28
Pontebba Stilo 3587.19
Cosniga-Zoppè Strigno 129.82
BadiaPolesine MarinaDiFuscaldo 2922.26
Mentana MugnanoDiNapoli 239.83
CampolongoAlTorre-Cavenzano PalmaDiMontechiaro 1201.33
FavaleDiMalvaro Triggiano 3431.9
Borgoforte CampolongoAlTorre-Cavenzano 366.23
Casalbuttano RivaltaBormida 456.74
RonchiDiCampanile Sefro 1104.58
Ponti Quartiano 271.98
Mulazzo Stilo 2793.82
Agra Capua 2796.11
Ballabio CaramanicoTerme 1273.76
MonasteroloCasotto Pietragalla 3011.89
Colorno SanMauroDiSaline 193.45
Civitavecchia Ripi 422.08
Civitaluparella Mammola 818.45
Albignasego Ballabio 471.71
Castelbelforte Fossacesia 774.74
Fluminata FrassoTelesino 217.94
Marconia Piano 657.78
Beinette SanLeonardo 2655.5
CerroTanaro Ponso 844.13
Basiliano Sestu 825.71
BadiaPavese CasaleCorteCerro 147.93
PramaggioreBlessaglia Villamassargia 2498.5
Campli Neviglie 1931.46
MilanoDue TorreDelGreco 2873.36
Montagne Proves-Proveis 34.34
Badesi Cicerale 572.22
AlìTerme SanPietro 2887.49
Broni Portalbera 25.69
Mercallo Zerbolò 124.11
Calamonaci Fontainemore 797.57
Alessano SanFiorDiSopra 1079.24
Cominio Roccamonfina 199.9
ProgettoCaseSassaNsi Teverola 174.19
Chieve LeForna 393.8
PianoDiMommio SantoStefanoDiCamastra 977.07
Colorno PianaDegliAlbanesi 957.24
Andalo Soldano 1635.76
Brescello VaranoBorghi 325.52
Pigna SantaGiuletta 290.99
Alba SanSosti 1267.6
Leno SanteramoInColle 3270.39
Falerone Montesegale 1517.03
Conscenti Nerviano 167.93
Ambivere Villette 314.49
Buonvicino Giacalone 624.92
Briosco FalernaScalo 3013.88
Carona Prunetto 222.48
Conselice Motteggiana 110.42
Buonvicino Roncone 1555.37
Cesinali Torrebelvicino 2452.15
SabbioChiese VillanovaDelBattista 1906.43
Brescello Manerbio 161.35
Monteflavio SanGabriele-Mondonuovo 1008.71
Bessude CasanovaElvo 354.77
Bagnasco Saint-Christophe 615.93
Lasino Lauregno 69.07
Assemini Forchia 991.74
Sairano SantaMariaNuova 1060.58
Prepotto ViglianoD'Asti 631.86
Ala Ghiffa 301.55
Bistagno Pray 281.86
PettorazzaGrimani Valfloriana 373.64
CostaLambro Lugo 399.75
Cerva SettimoMilanese 3762.71
CivitanovaMarche Stintino 718.85
Mulazzo Soldano 636.74
Colombella Torpè 495.38
ArcinazzoRomano Pertegada 489.37
Anela Sassetta 314.98
Moiola Montenerodomo 1301.59
CastelnuovoDiFarfa Maretto 1350.41
Fragagnano Torpè 1101.4
Berzantina SanGiulianoDelSannio 1075.7
Castelcovati Trecenta 259.09
AlbanoSant'Alessandro Mesenzana 422.91
Casalzuigno Folignano 2061.36
GricignanoDiAversa MombelloDiTorino 1373.65
Campochiesa Neviglie 165.92
Calamonaci FiumefreddoSicilia 858.33
Spinazzola Zogno 3362.84
Capua GrisignanoDiZocco 943.36
Monticchio Villaga 241.01
FaggetoLario Roncà 674.21
Gallicchio Grottolella 244.67
Centrache Pellaro 436.91
Cicciano Pistrino 392.24
Ferrandina Ottaviano 597.07
Caravate CerroTanaro 131.57
SanMarcoD'Alunzio TrescoreBalneario 3237.27
Bessude TorreDelGreco 341.49
MaglianoInToscana Samone 1036.36
CuraCarpignano VillaVicentina 1114.04
Conscenti Osasio 726.94
Progresso Sanza 973.01
Casabona SanMauroAMare 1651.61
Marco Pomponesco 267.87
Grosseto Monteverde 1242.49
Sassinoro Villagrande 423.76
Caspoggio TaibonAgordino 136.25
Caldonazzo Fanna 253.79
Cappelletta Madignano 333.03
CervareseSantaCroce Cimadolmo 102.59
Monteverde Vallonga 924.02
Alatri Falerone 97.2
Roccalumera SantoStefanoRoero 4242.5
Offanengo Portacomaro 606.49
MontorioAlVomano Pietralunga 485.84
Madignano Padru 1880.91
BagnoRoselle Ostana 352.96
Calamonaci Pinzolo 1661.58
Giave SantaMariaNuova 1343.21
FerraraDiMonteBaldo Pomponesco 187.66
CorvaraInBadia Lauriano 1697.87
Pegolotte Suvereto 226.0
Calizzano Cosniga-Zoppè 631.65
Cicerale Quartiano 1798.43
LignanoSabbiadoro SerenDelGrappa 308.17
FerraraDiMonteBaldo PalazzoloAcreide 2373.37
RosignanoMarittimo Sassinoro 1236.98
Casteggio Vigasio 433.09
CastelfrancoEmilia Rovagnate 237.56
Civitaluparella Villaga 1719.39
Agra Bagnolo 822.24
Kamma Squinzano 2705.6
Acquaformosa MugnanoDiNapoli 370.11
Lugo Onè 534.22
Badesi Lettomanoppello 2015.79
CasamicciolaTerme Gallicchio 883.45
Afragola SelvaDeiMolini 1585.46
Cissone VillapianaLido 1887.43
SantaCristinaValgardena VillaCarcina 282.33
Portobuffolè Visciano 1007.37
Maerne SantoStefanoDiCamastra 2281.79
BoscoMarengo Osasio 184.44
Montese SanGiovanniGemini 1541.93
ColleCampano-Scrima PietraMarazzi 2211.32
VaudaCanaveseSuperiore VolturaraIrpina 1592.53
SanFratello VillaFornace 1606.02
CerretoLaziale Spinetoli 380.24
ButtiglieraAlta Dovera 724.87
BarrieraDiMilano Pray 195.42
CastiglioneOlona Ottiglio 347.32
Casalgrasso Castelbuono 2991.1
Andalo Strangolagalli 722.15
Pescantina Proves-Proveis 150.74
IstiaD'Ombrone-LeStiacciole SambucaDiSicilia 1680.76
StazioneMontalto-Coretto Tonengo 1866.93
Sagnino Spresiano 773.43
Curinga Spirano 3103.51
Pegolotte SanMarcoD'Alunzio 3083.27
Ardesio SanBassano 157.08
Carona Futani 2985.23
Cucciago Mondovì 611.01
SanMauroPascoli SanNazzaro 587.41
Alessano Torpè 2095.07
Fondi SanMauroPascoli 1139.03
Campli Villamassargia 1761.31
Montesegale Sefro 1489.92
Eremo Follina 616.59
Carceri Resana 204.42
Bogogno Moiola 611.4
CastelRitaldi Castelfranci 1028.04
Archi SanNazzaro 380.62
OrioAlSerio Vandoies-Vintl 255.81
Fallo Sant'AntonioAbate 247.17
CasaleCorteCerro TuoroSulTrasimeno 1726.01
CannetoPavese Poggiorsini 1506.71
SantaBrigida SpignoSaturniaSuperiore 1968.36
Sant'AntonioAbate Villassio 2787.63
Calvanico Rubiera 1278.41
Presicce SanSosti 407.49
Grugliasco Ostana 201.17
LonatePozzolo SanBenedettoUllano 1562.12
Valfloriana ViglianoD'Asti 775.97
CassanoDelleMurge MontepulcianoStazione 1184.97
Lessona SanTerenzo 803.82
CasalettoLodigiano Mendicino 1149.3
Casavecchia IsolaDelLiri 1467.07
CasalPalocco Pabillonis 1090.41
Chieve Nerviano 85.03
CasaleCorteCerro Gosaldo 904.87
CampolongoAlTorre-Cavenzano Cornovecchio 373.07
Catenanuova SerenDelGrappa 1431.95
MarinaDiSchiavonea Rosolina 1317.53
Assemini Rosolina 528.06
Alberi BorgoSanPaolo 1085.54
Canalicchio Capua 965.61
Maschito Suvereto 467.36
SantaMariaImbaro Valfenera 2395.53
Loiano Oliena 1892.68
Gavi Torregrotta 3341.69
Ca'Morosini MombelloDiTorino 533.93
Intragna Manduria 3262.85
Broni Fossacesia 2563.63
Mondolfo Taio 191.43
Calatafimi Usini 1346.21
Gosaldo SanteMarie 780.96
Intragna MezzanaRabattone 294.66
CastelnuovoDiCeva Sinio 22.49
Cervesina SanLorenzoAlMare 416.11
Buonvicino Cras 2202.29
Amica Savelli 77.56
MottaSant'Anastasia Osasio 3653.87
Buonvicino Piscina 2975.78
Aielli BarrieraDiMilano 2627.01
MottaSant'Anastasia Settala 2729.43
Gorreto Loiano 824.8
SanMauroPascoli Vieste 1623.43
CasalPalocco Mestre 1449.57
Carema FerraraDiMonteBaldo 1081.87
Cerva TonezzaDelCimone 1316.74
Comeana MonteMiglioreLaSelvotta 365.11
Castelfondo Mercatale-SanQuirico 585.32
Mondolfo Trecenta 556.54
Futani VillanovaDelBattista 55.91
ForlìDelSannio Progresso 1106.44
Montesegale Sant'AndreaApostoloDelloIonio 689.51
Corniglio Fiesse 325.54
Pompu Sestu 221.94
Gavi MonasteroloCasotto 336.88
Albignasego Frattaminore 1700.93
CollaltoSabino Scerni 207.56
Acquaformosa Onano 631.9
Lanvario Migliarina 353.4
CittàDellaPieve VillaMusone 156.92
Corniglio Zerbolò 382.59
Grantola Troia 956.18
BadiaPavese Formigliana 418.67
Montenerodomo SanSosti 805.48
Calasca-Castiglione Povegliano 1523.14
Baragiano Molinella 613.44
Pozzoleone SanGiorio 1833.93
Guardistallo Squinzano 1919.51
Falerone MarinaDiFuscaldo 849.32
Cerano Chieve 326.82
Lustra Ponti 2402.67
CampolongoAlTorre-Cavenzano Monticello 1703.16
Albignasego Leno 696.73
Montegaldella Polonghera 544.37
CaseNuove Pozzoleone 192.49
CaliceLigure Motteggiana 1123.91
MezzanaMortigliengo Vieste 1662.35
CasaleCorteCerro Cicciano 856.38
Padria VaranoDe'Melegari 1223.15
AlbanoSant'Alessandro Monsano 1407.76
Lettomanoppello SoveratoSuperiore 441.87
Magomadas Marco 2347.85
Pianoconte Polistena 322.43
Erbezzo Traves 1325.11
Onzo SanCataldo 2627.43
FiglineValdarno Sergnano 1082.03
Ferrandina Samone 2600.0
Ardara CampoJemini 1523.17
Bagnolo SanFratello 2894.67
AzzanoDecimo Carunchio 1290.58
Pistrino Triggiano 1930.51
Agra Crema 284.48
Agra MassaD'Albe-Corona 2360.5
Cornovecchio Franche 471.76
Briosco Calizzano 591.11
Senigallia Torregrotta 2269.09
Vicalvi Zuclo 1679.23
Colleranesco Sant'AndreaInCasale 98.02
Capitignano Montechiarugolo 662.44
Ferrandina Sanza 167.2
Arpaise CostaLambro 546.85
NoventaVicentina Trebbo 76.62
Campomaggiore Vaiano 1594.96
PrignanoSullaSecchia TorreDe'Passeri 1322.69
PianoDiMommio SanSevero 2301.24
CoregliaLigure RoggianoGravina 1192.82
Pompu Serdiana 90.61
CerroTanaro OrioAlSerio 590.13
Durazzano RoggianoGravina 701.4
Folignano RoggianoGravina 286.1
Cappelletta Dosso 62.45
Eremo RivaltaDiTorino 942.14
Gorreto Udine 272.27
BelvedereSpinello Bistagno 3622.92
Briosco Forano 1386.38
IstiaD'Ombrone-LeStiacciole Sassetta 243.34
PalmaDiMontechiaro Strangolagalli 1734.97
Roncone SanGiorgioIonico 3554.14
Bentivoglio GaglianoCastelferrato 1129.49
Carsoli CastelloDiGodego 903.72
SammicheleDiBari Venturina 2843.15
Foligno GrisignanoDiZocco 1028.07
Alba CastelloTesino 1484.35
BorgoSanPaolo Delebio 882.84
RivaltaDiTorino SoveratoSuperiore 3925.07
BagnoARipoli MirabellaImbaccari 2961.16
Progresso Terrarossa 216.81
CastelnovoBariano Mesenzana 1079.71
Cossignano Rogno 463.48
Monteviale SanPoloDeiCavalieri 460.72
ForteDeiMarmi NoviLigure 322.87
FerraraDiMonteBaldo TorreDe'Picenardi 116.76
Ardesio SanGiorgioIonico 3090.01
Canelli Eremo 960.61
Imposte Villamassargia 2094.02
Bergeggi Cornovecchio 600.55
Introzzo SanGiovanniDiGerace 1260.27
Palizzi Villassio 3819.63
Gaiba Voltana 165.55
Thiesi Villassio 1297.94
Luras SantoStefanoQuisquina 1654.1
Lessona Roncello 546.21
Pellizzano Zaccanopoli 2985.61
Arielli PonteAPoppi 624.88
Gorreto Molinella 557.26
BagnoRoselle VillaVicentina 954.45
Acerra SantaMariaAVico 18.1
Braies Morino 974.84
Grugliasco Monselice 484.93
Nicosia VillaDiSerio 2112.27
CastelloDiGodego Labico 1127.32
SanZenoNaviglio VillanovaMarchesana 505.35
Arielli Bormio 750.41
Corropoli Mestre 900.05
Cucciago Molinella 1145.21
Dosolo StagnoLombardo 136.73
Ardara Giacalone 348.5
Castagnito Stintino 1085.93
CandiaLomellina Tettorosso 337.24
Alliste Pompei 1491.98
Bolotana Grugliasco 1650.34
Giave Ponso 1598.06
Lettopalena PonteRonca 638.28
DolegnaDelCollio Viadana 334.6
Manerbio Rombiolo 1213.54
FagnanoCastello TonezzaDelCimone 2388.45
Alba Colorno 898.77
CaramanicoTerme TonezzaDelCimone 795.2
Arona Montefusco 2530.35
Montauro Visciano 453.02
Portula PramaggioreBlessaglia 1428.93
Busachi Peseggia-Gardigiano 1967.8
Frattaminore SanZenoneAlPo 1514.2
Fiesse Lanvario 503.21
Capua Lustra 123.03
Calamonaci Portobuffolè 491.07
Caluso GaglianoCastelferrato 3209.32
GerolaAlta SanGiorgioIonico 3034.94
FornaciDiBarga Pievepelago 78.8
Porto Sant'Apollinare 81.53
Crespadoro Roncone 94.6
Fiesse Propata 177.03
Calvignasco Piattoni-VillaSant'Antonio 1791.49
GaglianoCastelferrato Strigno 1057.1
Pontechianale Toirano 195.63
MottaSant'Anastasia Palagianello 544.62
Acquaformosa Conscenti 1229.38
CastelfrancoEmilia Vallonga 237.86
ContessaEntellina Craveggia 4038.65
Arrone Crognaleto 154.34
CostiglioleSaluzzo ValeggioSulMincio 670.69
SanZenoneAlPo ValeggioSulMincio 515.86
Giacalone RossanoStazione 680.11
Onzo Teramo 2081.31
Bobbio Motteggiana 182.64
Maccagno Monticello 223.23
MombelloDiTorino SanZenoneAlPo 120.98
Bogogno SanPietro 225.36
IsolaDelleFemmine Palanzano 2351.02
Campertogno SanBellino 235.89
Condofuri Villette 1133.95
Neviglie StazioneMontalto-Coretto 1798.61
Frattaminore Mezzocorona 2480.81
Cossignano Malalbergo 312.86
Campospinoso Montese 547.92
Bandito Cappelletta 1195.68
MadonnaDelSasso Massanzago-Ca'Baglioni-SanDono 609.57
Montenerodomo SanFiorDiSopra 1870.78
Pompu Strangolagalli 1350.67
Centinarola Posina 310.09
Cissone Ostana 180.85
Bagnoli MontorioRomano 811.11
Cipressa Ostana 372.15
RoccellaValdemone SanGabriele-Mondonuovo 1480.28
Patti SoglianoCavour 1296.84
Caldiero Toritto 1551.7
Craco-Sant'Angelo SanLorenzoDiSebato 2469.46
IsolaDelLiri Setteville 330.29
PalmaDiMontechiaro Spinete 1322.29
Bistagno Candelù 982.93
Cappone Traves 606.6
Rogno Visciano 967.21
Campochiesa Fossò 1352.74
Divignano Roccalumera 1481.58
Bonea PonteAPoppi 570.83
LequioBerria VillaFornace 218.07
Albignasego Amica 1582.35
Buscoldo FieraDiPrimiero 571.24
PonteNelleAlpi Siddi 1967.96
Ronago SamMarino 775.56
Braies SanJacopoAlGirone 694.58
Civitavecchia Confienza 764.67
Futani RiesePioX 2185.27
Ca'Morosini Teggiano-Macchiaroli 661.24
Padria Rogno 367.26
Andalo Corniglio 325.88
Barra SelvaDeiMolini 1316.21
Badesi Montegaldella 1173.8
NaveSanRocco SanCristoforo 962.11
Cene Marsala 3076.66
Esanatoglia MassaD'Albe-Corona 322.26
Assemini Firmo 1575.04
Petrignano Revere 714.4
Mercatale-SanQuirico Villagrande 331.08
PieveDelCairo Pozzoleone 1132.46
PramaggioreBlessaglia Vallà 323.08
Braies Loiano 910.95
Basiliano Breno 592.7
Carrodano CastelloTesino 852.35
Lombardore RoncoCanavese 53.15
Biandronno Ottaviano 1782.79
Casto Genoa 664.5
Marco SoglianoCavour 3433.97
Albignasego DolegnaDelCollio 179.4
CuassoAlPiano Vervio 212.88
AlbanoSant'Alessandro ConcordiaSullaSecchia 573.74
Bulgorello Pigna 811.96
ProgettoCaseSassaNsi Sant'AntonioAbate 187.82
TorreDe'Passeri Zumaglia 1647.84
Cascinare Montese 605.14
Buscoldo Settala 491.07
ArcinazzoRomano GrisignanoDiZocco 317.74
Calatafimi Fragagnano 694.53
Casalgrasso Vistarino 312.57
CaseNuove Palanzano 238.0
MonasteroloCasotto SpignoSaturniaSuperiore 1056.7
BorgoSanPaolo IsolaDelleFemmine 2522.57
Bubano Savelli 705.56
Alife Capua 42.23
Bagnoli Donnalucata 732.87
FavaleDiMalvaro Quassolo 322.79
Piattoni-VillaSant'Antonio Trecenta 1020.79
Bobbio Cascinare 2009.88
GerolaAlta SammicheleDiBari 2790.83
Nociglia Salgareda 2136.93
Fondi Montiglio 1692.49
Campli LongoneSabino 280.58
Temù Trinitapoli 2578.01
OrioAlSerio Spartimento 2321.58
SanFelice SanGiulianoDelSannio 1260.57
CollaltoSabino Vistarino 1073.47
Saint-Christophe SanBassano 786.35
Ballabio Marco 245.46
Bagnasco Zaccanopoli 2295.41
Ca'Morosini Vigasio 124.86
Carnate Propata 368.93
PrataDiSotto SanBellino 117.22
Casavecchia Frattaminore 1161.77
Condofuri Pinzolo 3501.93
Lasino Noto 3693.72
Bagnolo FaraInSabina 1071.32
Portobuffolè Santopadre 1488.02
Mulazzo Patti 3282.68
Berzantina Falerone 838.39
MontePorzio PrataDiSotto 937.56
CastelnuovoDiFarfa ColleCampano-Scrima 237.66
CerroTanaro Prizzi 3417.0
CivitanovaMarche SelvaDeiMolini 818.34
Biandronno Sestu 1431.35
Pertegada Sant'AndreaInCasale 463.48
Lanvario Montegioco 238.54
Carema FornaciDiBarga 1018.69
Caldes CastelnovoBariano 517.85
Grottaminarda Lettomanoppello 268.05
PuntaMarina Saint-Christophe 1556.43
Colleranesco VillaFornace 1968.26
Kamma SanFiorDiSopra 1968.19
Lentigione-SorboloAMane Rosolina 722.29
Sant'ArcangeloTrimonte TrescoreBalneario 852.22
VicoEquense VillanovaMarchesana 1610.84
SanMarcoD'Alunzio SelvaDeiMolini 2107.15
Archi Sanguinetto 1564.93
Noto Sestola 861.62
Onanì TorreDe'Picenardi 1246.72
Fallo Traves 1211.97
CasalettoLodigiano PietraMarazzi 125.05
Roncone Sanguinetto 189.1
Toirano Villassio 456.94
Lumezzane MirabellaImbaccari 1188.62
Casalborgone RossanoStazione 2071.24
Genuri ValeggioSulMincio 1347.2
Mamoiada Mendicino 1256.65
Senigallia Temù 879.15
Alberi Montese 333.15
Civesio Madrano-Canzolino 216.68
Candelù Grantola 284.26
Carovigno Prati 1786.86
Pioraco Scheggino 83.82
Cipressa Ruda 1544.9
Castelbuono TorreDe'Picenardi 2492.37
CampagnolaEmilia Introzzo 769.52
Bova MontecalvoInFoglia 1091.35
Caldes PonteNelleAlpi 354.45
Casalgrasso MombelloDiTorino 68.59
CastelnuovoDiValDiCecina Colorno 747.83
Bessude Capitignano 947.74
Porto Visciano 86.09
Collesano ForlìDelSannio 1284.21
Foggia MuroLeccese 308.72
MontecalvoInFoglia Sant'EgidioAllaVibrata 333.71
Bentivoglio Bulgorello 908.72
Curinga Marconia 270.26
Confienza Villacidro 1094.74
Anela Neirone 1632.47
Pietrapertosa Settala 2347.79
Durazzano PiazzaBrembana 381.3
Barra ColleCampano-Scrima 114.58
Ballabio SanGiovanniGemini 755.53
Caldiero VaudaCanaveseSuperiore 726.87
Cipressa Dosolo 1105.97
Alberi Tavoleto 242.6
FalernaScalo SanNazzaro 746.65
Caldonazzo Venturina 943.02
Sforzacosta Terruggia 1178.33
BorghettoDiBorbera Roccabianca 215.17
Alessano Monsano 353.32
BellanteStazione Craco-Sant'Angelo 246.98
Cras Crognaleto 1140.14
BoscoMarengo ForlìDelSannio 892.5
Fallo Leno 1737.73
Forlimpopoli Formigliana 853.59
Forchia Verdello 966.0
LimoneSulGarda Tavarnuzze 776.04
MorroneDelSannio Teverola 265.59
Caluso ViglianoD'Asti 149.02
Pescorocchiano Strangolagalli 39.29
Monselice Toritto 1747.98
Cassinelle-Concentrico Latiano 2348.9
FieraDiPrimiero Galatina 1322.32
Montechiarugolo RosignanoMarittimo 497.53
Carona Maclodio 252.67
Giave VigaranoMainarda 317.19
Montegaldella TioneDiTrento 104.58
Futani Visco 423.25
FabroScalo Gaiba 465.88
Sorico Tavoleto 1231.79
Carona Como 257.01
Pegolotte Ripi 774.65
Casabona PuegnagoSulGarda 1091.16
MelitoDiNapoli Serdiana 1772.71
Dipignano Villacidro 2476.02
Albignasego BorgoDiTerzo 307.52
Bormio Mondovì 1372.03
CasascoIntelvi CernuscoSulNaviglio 165.32
ProgettoCaseSassaNsi VillaDiSerio 1772.34
ArcinazzoRomano Tavoleto 848.57
Foligno Rezzato 1018.58
Fiumalbo-Dogana Imposte 339.76
AlbanoLaziale SantoStefanoRoero 2362.19
Scerni Villacidro 1335.54
Pray Sinio 272.02
Monsano Suelli 638.87
Castelcucco PietraMarazzi 1067.07
Acquaformosa Ghislarengo 2535.97
DolegnaDelCollio Usini 864.26
AzzanoDecimo Treville 1445.0
Alba Marcaria 268.54
Aielli Bertiolo 494.68
Bolognano-Vignole Stintino 2161.42
CorvaraInBadia VicoEquense 1979.96
Genuri Mendicino 636.37
Cassacco Castelcovati 1312.93
Calvignasco Roburent 326.11
Mondolfo SanGiorgioIonico 635.29
BarrieraDiMilano Cirimido 437.09
BorgaroTorinese Fluminata 1433.58
FabroScalo FoianoDellaChiana 56.4
Ballabio Maclodio 154.51
CastelnuovoDiValDiCecina Peseggia-Gardigiano 1152.39
Carnate SantaBrigida 34.62
Canegrate Treville 44.2
CannetoPavese Suelli 1868.99
Ailano Rovagnate 2606.65
CasalCermelli Troia 1855.35
MonteneroDiBisaccia Trevi 164.51
Palanzano SanGregorioNelleAlpi 382.73
Monticello Pioraco 598.87
AzzanoDecimo Maretto 2074.97
Cedrasco Pescorocchiano 2020.34
Figliaro SanGiulianoDelSannio 1049.84
Folzano SerenDelGrappa 647.98
Casavecchia CastelnuovoDiCeva 55.63
Monselice Propata 1138.14
FornaceZarattini Selva 689.13
Campodarsego Montenerodomo 314.18
CasascoIntelvi Vervio 334.78
Cicciano Monsano 908.51
Archi Monsano 266.54
Cicerale TorreDe'Passeri 237.7
Triggiano Zuclo 2512.92
Braies Saletto-SanBartolomeo 131.77
Canalicchio Dosso 851.8
CostiglioleSaluzzo Kamma 1667.7
Grugliasco VaudaCanaveseSuperiore 93.7
CasalettoLodigiano PognanaLario 64.57
AzzanoDecimo FaraInSabina 1363.97
MadonnaDelSasso Pompu 2124.06
SanFiorDiSopra SanMauroPascoli 303.08
Presicce Torriglia 4233.41
Cremolino Ripi 2458.3
Dosolo Posina 302.95
FerraraDiMonteBaldo Villamassargia 535.95
CuassoAlPiano FrancavillaD'Ete 1923.88
CastelnuovoDiCeva Strangolagalli 1931.72
CasalettoLodigiano Sospiro 223.33
CoregliaLigure Oliena 1745.73
BrindisiMontagna Montagne 1424.25
Ciminna Leonessa 1464.87
Fontanella Treviglio 41.35
Divignano Forlimpopoli 963.51
MontorioAlVomano SorianoCalabro 1258.74
StellaCilento TaibonAgordino 2039.61
Cissone Dipignano 3075.63
Casabona Corropoli 994.18
FagnanoCastello PerosaArgentina 3253.17
Comeana Portula 247.55
RivaltaBormida TorreDelGreco 998.85
BelforteMonferrato Biccari 887.57
Casalzuigno Conselice 1010.47
CastelfrancoEmilia Mezzocorona 401.23
Carinola Portalbera 2436.26
Ripi SanPietroMussolino 617.99
CastelRozzone Noto 3152.19
Lettomanoppello VaranoDe'Melegari 1820.87
PonzanoDiFermo Vigasio 640.45
Dosso Mondolfo 619.71
Catenanuova Pradamano 3409.85
Aviatico Basiliano 700.45
Casalbuttano Scheggino 272.5
CannetoPavese PramaggioreBlessaglia 339.65
Monticchio RuvoDiPuglia 1392.69
AlbanoSant'Alessandro CornedoVicentino 472.0
SanLorenzoDiSebato Trevenzuolo 439.49
Montechiarugolo RoccellaValdemone 1587.22
Milis Villagrande 1231.6
Civesio SanLorenzoDiSebato 361.8
Presicce SantaMariaAVico 875.21
SanPietroMussolino Tettorosso 1244.32
BrindisiMontagna PrataDiSotto 2606.05
Lanvario SantaMariaImbaro 2505.07
Intragna Treville 316.32
CerretoLanghe SanCostantinoCalabro 3128.22
Ottaviano RossanoStazione 225.42
AlbanoLaziale SanGiorgioInSalici 413.11
LequioBerria Salgareda 746.62
CampoMarzio Castelfondo 473.2
SanGiorio Siddi 1977.79
Grottaminarda Mulazzo 2375.78
Figliaro Pontelatone 1079.27
Piano Santerno 1407.8
Confienza Genga 1576.64
Patti Terrarossa 447.12
Acri Lumellogno 1676.59
MonasteroloCasotto Spirano 189.54
Amica SanLorenzoDiSebato 820.13
GaglianoCastelferrato Sueglio 1779.78
Monteviale Voltago 171.4
SanCristoforo Sant'Apollinare 1213.72
FrassoTelesino Mestre 972.24
Leno LidoAdriano 153.85
Campochiesa CandiaLomellina 204.64
BorgoDiTerzo CastelloDiGodego 292.49
Gabella Patti 1341.6
Darfo Torregrotta 693.08
Silea Trevi 1018.84
Pellaro TonezzaDelCimone 3460.37
Idro Pescantina 106.06
Colorno Vandoies-Vintl 907.84
BadiaPolesine Bobbio 694.0
CastellettoMerli Ruda 1558.53
Bubano Onano 224.66
ConcordiaSullaSecchia Gorreto 643.95
Bentivoglio Valenza 356.8
Marco SanLorenzoNuovo 383.37
BrindisiMontagna Montauro 446.5
Miggiano Tonengo 735.99
Campodarsego Vieste 366.77
CastelloTesino MadonnaDelSasso 689.75
Aviatico Pinzolo 99.86
Dosso FontanetoD'Agogna 614.96
Bolognano-Vignole Caldes 31.97
Folignano Sagnino 1290.16
SanGiulianoDelSannio TaibonAgordino 1300.77
Borgoforte Dogliola 1758.89
Lombardore Stenico 1197.54
PrignanoSullaSecchia SanMauroTorinese 1263.73
Introzzo PognanaLario 51.76
Fiesse Udine 457.77
Casalborgone Monticello 298.95
Cissone Prepotto 1201.6
Madignano Riccia 2726.29
Castelsaraceno Portalbera 1781.69
Sospiro Verdello 152.08
Castelbuono Narcao 1666.27
Sesto Sforzacosta 1298.06
Casabona FontanetoD'Agogna 2618.39
BelforteMonferrato Corniglio 477.51
Pertegada Santerno 179.73
Lettomanoppello Sant'Apollinare 48.72
Sarno Villette 2700.05
CastiglioneD'Orcia Conselice 498.94
Padru SanBenedettoBelbo 504.69
Parre Vita 3071.4
Cunettone-Villa Sant'EgidioAllaVibrata 873.08
Crespadoro Milis 2689.42
Castellafiume Lauregno 1050.0
Caravate Sorico 118.99
BellanteStazione Collesano 937.34
CampoDiCarne CerroTanaro 1712.44
MezzanaMortigliengo Zuglio 960.05
Carona Tavarnuzze 860.53
Ponti Saletto-SanBartolomeo 586.95
Gravellona PianaSanRaffaele 393.38
Seveso VerruaPo 50.71
Bagnasco Parre 821.27
Azzone Giacalone 3706.94
Seveso Villaseta 2295.39
PessinaCremonese SanGiovanniDiGerace 2590.35
Camposampiero ContessaEntellina 3428.78
CervareseSantaCroce Santena 1666.92
Castagnito Fiesse 476.59
Crone Spadafora 2295.63
Lugo SanLorenzoNuovo 430.07
Capitignano Pinzolo 1705.13
BagnoRoselle SantaMariaNavarrese 538.71
Cagnò SolignanoNuovo 695.68
Capua Presicce 920.0
Aidone Caltana 3578.84
CastelloTesino Pozzilli 1165.62
Maccagno TioneDiTrento 333.81
SanCostantinoCalabro SanSevero 637.23
CastellettoD'Orba Taverna 4005.77
Centrache Rogno 1943.04
CampolongoAlTorre-Cavenzano Cervesina 1822.08
LonatePozzolo Mozzecane 373.58
Carchitti Mezzocorona 973.03
CaramanicoTerme Carrodano 1342.13
FalernaScalo Siddi 1030.13
Condofuri DonniciInferiore 510.73
Archi Ruda 1209.69
Figliaro Melpignano 4305.98
Gorreto Squinzano 2581.1
CasalPalocco Mesenzana 305.14
Maschito Monteflavio 420.09
Bandito Renazzo 1136.04
